vocab_id,en_vocab,zh_vocab
723,patent,"patent 專利權,執照,專利品(a.)專利的,顯著的,新奇的(vt.)取得…的專利權"
724,permanent,"Permanent (a.)永久的,不變的,固定的,持久的電燙的頭發永久的"
725,persuade,"persuade (vt.)勸,使相信,說服(vi.)被說服"
726,plug in,"plug 塞子,消防栓,電插頭(vt.)插入,塞住,接插頭(vi.)被塞住"
727,politician,"politician 政客,政治人物,政治家"
728,position,"position 位置,地位,身分,形勢,姿勢,立場,職位,狀態,陣地(vt.)安置,決定…的位置"
729,practically,"practically (ad.)實際上,事實上;幾乎,簡直"
730,prepare,"prepare (vt.)准備,預備;使有准備,為…作準備;訓練,制訂(vi.)預備,作好准備"
731,price,"price 價格,代價,價值(vt.)定…的價格"
732,probability,"probability 可能性,或然率,幾率,概率"
733,profile,"profile 側面,輪廓,人物素描(vt.)描繪…輪廓,評論人物"
734,prohibit,"prohibit (v.)禁止,阻止,不准許"
735,properly,properly (ad.)適當地;正當地;嚴格地
736,purchase,"purchase 購買,購買品,價值,緊握,起重裝置(vt.)購買,贏得,努力取得,舉起"
737,parcel,"parcel 包裹,部分,片(vt.)分配,打包(a.)部分的(ad.)局部地"
738,patented,patented (adj.)專利的
739,permission,"permission 准許,允許,許可証"
740,pessimistic,"pessimistic (a.)悲觀的,厭世的"
741,plumber,plumber 水管工人
742,politics,"politics 政治,政治學;政綱,政見,策略"
743,postpone,"postpone (vt.)延遲,使延期,緩辦,擱延(vi.)延緩發作"
744,predict,"predict (vt.)(vi.)預知,預言,預報"
745,present,"present (a.)目前的,現在的;出席的,在場的(v.)贈送,呈現,提出,提交禮物,禮品,贈品"
746,priceless,"priceless (a.)無價的,極其珍貴的"
747,probably,"probably (ad.)可能,大概,或許"
748,profit,"profit 利潤,贏利,利益(vi.)有益,獲利,賺錢(vt.)有益於"
749,project,"project 項目,方案,設計,規劃;工程;科研項目(vt.)設計,規劃;投擲,發射;投射;使凸出"
750,property,"Property 財產,資產,地產;財產權,所有權;性質,性能"
751,purpose,"purpose 目的,意向,決心,效果,意義,論題(vt.)意欲,企圖,計劃"
752,parking lot,"parking 停車,停機,停放"
753,patience,"patience 耐心,忍耐,耐性,忍耐力,堅韌"
754,permit,"permit 許可証,許可,執照(vt.)允許,容許(vi.)容許"
755,plant,"plant 植物,工廠,生長(vt.)種植,栽培,培養,安置(vi.)種植"
756,point,"point 點,小數點,標點,地點,一點,要點,細目,特點,尖端,分數,得分,穴位(vt.)弄尖 ; (它是指正式BBS站的延伸,它的地位附屬於每個正式節點站之下)"
757,poll,"poll 民意調查,民意測驗;得票數;人頭,人頭稅,選舉名冊(v.)投票,作民意調查"
758,postponement,postponement 延遲
759,predictable,predictable (a.)可預言的
760,presentation,"Presentation 贈送,呈現,提出,提交;發言,演出"
761,principal,"principal (a.)最重要的,主要的,首要的;資本的,本金的C長,負責人;U資本,本金"
762,probationary,probationary (a.)試用的;緩刑的
763,profitability,"profitability 收益性,利益率"
764,promote,"promote (vt.)促進;提升;發起,創立;宣傳,推銷"
765,protect,"protect (vt.)防衛,保護,警戒"
766,pursue,"pursue (vt.)追趕,追蹤,追捕,追隨,追求,實行,繼續,從事(vi.)追趕,繼續"
767,participant,"participant 參加者,參與者,比賽的人"
768,payment,"payment 付款,支付,償還,償還,報應"
769,personal,"personal (a.)個人的,私人的;親自的;人身的,身體的"
770,platform,"Platform 平臺,講台,台;站臺,月臺;政綱,黨綱"
771,pointless,"pointless (a.)不尖的,鈍的,不得要領的"
772,pollute,"pollute (vt.)污染,敗壞,弄臟"
773,potential,"potential 潛在性,可能性,潛力,潛能,勢,位(a.)有潛力的,可能的,潛在的"
774,prefer,"prefer (v.)寧願,更喜歡;提出;提升"
775,press,"press 按,壓,撳,擁擠,印刷機,壓力,雜志報紙,緊握,新聞報道,強迫征募(vt.)壓"
776,principle,"principle C原理,原則;道義,德行"
777,process,"process 程序,進行,過程(vt.)加工,處理,對…處置,對…起訴(a.)經加工的,三色版的"
778,profitable,"profitable (a.)有利潤的,有利益的,賺錢的"
779,promotion,"promotion 晉級,籌辦,增進"
780,protection,"Protection 保護,保衛;保護者,防護者;護照,通行証;保護貿易制度"
781,particularly,"particularly (ad.)特別,尤其,格外;詳細地,細致地"
782,perform,"perform (vt.)履行,執行,完成,做;表演,演出(vi.)演出"
783,personalized,"Personalize \Per""son*al*ize\, v. t. [imp. & p. p. {Personalized}; p. pr. & vb. n. {Personalizing}.] To make personal. ""They personalize death."" --H. Spencer. [1913 Webster]"
784,pleasant,"pleasant (a.)愉快的,可愛的,親切的"
785,policy,"policy 政策,方針,策略,保險單"
786,popular,"popular (a.)流行的,通俗的;有名望的,受歡迎的;民眾的,大眾的,人民的"
787,power,"power 電源,能力,體力,力量,勢力,動力,權力,權限,乘冪,功率(vt.)使…有力量"
788,preference,"preference 偏愛,優先,優先權,優先的選擇"
789,prevent,"prevent (vt.)(vi.)預防,防止,避免,阻止,妨礙"
790,priority,"Priority 優先級優先權,優先順序,優先,前,依次"
791,profession,"profession 職業,表白,聲明,公開宣佈"
792,progress,"progress U前進,進步,進展(vi.)前進,進步,進展"
793,prompt,"Prompt 提示,提醒,提白,付款期限(a.)迅速的,敏捷的,立刻的,提白員的(vt.)激勵"
794,publicity,"publicity 公開,宣傳,宣揚,廣告"
795,qualification,"qualification 合格條件,資格,限制"
796,qualified,qualified (a.)有資格的
797,qualify,"qualify (vi.)取得資格,有資格(vt.)使有資格,使合格,限定,限制,准予"
798,questionnaire,"questionnaire 調查表,問卷,調查表"
799,quotation,"quotation 引用,引証,引文,語錄;行情,報價,報價單"
800,quote,"quote 引用(vt.)引述,舉証,報價(vi.)引用"
801,raise,"raise 上升,高地,增高,提出(vt.)升起,舉起,喚起,提高,使出現,使復活,提出,籌集"
802,reach,"reach 伸出,延伸,區域,範圍,河段,岬(vt.)到達,達到,伸出,延伸,影響(vi.)達到"
803,receive,"receive (vt.)收到,接受,得到,接待,迎接,承受(vi.)收到,會客"
804,recommend,"recommend (vt.)推薦,介紹;勸告,建議;使成為可取,使受歡迎"
805,redundant,"redundant (a.)多餘的,過多的,冗長的"
806,regarding,regarding 關於
807,regular,"Regular (a.)規則的,常例的,有秩序的,整齊的,有系統的,等邊的,定期的,經常的,正式的"
808,relaxation,"relaxation 鬆弛,放鬆,減輕,緩和,休息,休養"
809,reminder,reminder 起提醒作用的東西
810,rent,"rent 租金,房租,出租物,裂縫,破裂處,分裂(vt.)租用,租出"
811,report,"report 報告,報道,傳說,判決書,爆炸聲,成績單(vt.)報告,匯報,轉述,報道,記錄"
812,reschedule,reschedule (v.)重新安排
813,resist,"resist (vt.)(vi.)抵抗,耐得住,抵制,反抗防染劑"
814,responsibility,"responsibility U責任,責任心;C職責,任務,負擔"
815,retire,"retire 隱居,撤退號(vi.)引退,退役,退休,退隱,退去,撤退,退卻,離開(vt.)撤退,辭退"
816,rival,"rival 競爭者,對手(vt.)競爭,對抗(a.)競爭的,對抗的"
817,range,"Range 範圍,行列,射程(vt.)排列,歸類於,使並列,放牧(vi.)平行,延伸,排,行,山脈"
818,realize,"realize (vt.)瞭解,實現,使顯得逼真,把…變為現金(vi.)變賣為現金"
819,recent,"recent (a.)最近的,近代的,最新的,近世的"
820,recommendation,"recommendation U推薦,介紹;勸告,建議;C可取之處(vt.)記錄,登記;給…錄音"
821,refrigerator,"refrigerator C冰箱,冷凍機,冷藏庫"
822,regardless,"regardless (a.)不留心的,不注意的;不管,不顧(ad.)無論如何,不管怎樣"
823,regularly,"regularly (ad.)有規則地,一絲不苟地,正式地"
824,release,re-lease (vt.)再出租
825,remittance,remittance 匯款
826,repair,"repair 修理,補救,修復(vt.)修理,修補,補救,恢復,補償(vi.)去,常去,集合"
827,represent,"represent (vt.)表現,表示,描繪,講述,聲稱,代表,象徵,扮演,回憶,再贈送"
828,rescue,"rescue 援救,解救,營救(vt.)援救,救出,營救"
829,resolve,"resolve 決定之事,決心,堅決(vi.)決定,分解,決心(vt.)使分解,解析,解決,消除,決心"
830,responsible,"responsible (a.)有責任的,應負責的;可靠的,可信賴的;責任重大的(vi.)休息,睡;靜止,停止"
831,retirement,"retirement 退休,隱居,撤退"
832,roadside,"roadside 路傍,路邊(a.)路邊的"
833,rare,"rare (a.)稀罕的,罕有的,珍貴的,稀薄的,半熟的,非常的(ad.)非常"
834,rearrange,"rearrange (vt.)再排列,重新整理"
835,reception,"reception 接待,招待會;U接收,接收效果;接待處"
836,recruit,"recruit 新兵,新分子,新會員,補給品(vt.)使恢復,補充,征募(vi.)征募新兵,復原"
837,refund,"refund 償還(vt.)付還,償還借款,換回新公債(vi.)歸還,償還"
838,regional,"regional (a.)地方的,地域性的"
839,regulate,"regulate (vt.)有系統的管理,規定,調節,調整,使整齊"
840,relevant,"relevant (a.)有關聯的,中肯的,有關系的,適當的,成比例的,相應的"
841,remove,"remove 階級,升級,移動,搬家,距離(vt.)移動,調動,除去,遷移,開除,移交(vi.)遷移"
842,repayment,"repayment 付還,償還,報復,付還的錢"
843,representative,"representative 代表,眾議員,典型(a.)描寫的,表現的,代理的,代表性的,代議制的,典型的"
844,resemble,"resemble (vt.)相似,類似,象"
845,respect,"respect (vt.)尊敬,尊重;考慮,重視U尊敬,尊重;敬意,問候;U考慮,重視"
846,restore,"restore (vt.)恢復,使回復;歸還,交還;修復,重建"
847,review,"review 檢討,復習,回顧,考察,評論(vt.)溫習,檢討,評論,再檢察,復審(vi.)復習功課"
848,roughly,"roughly (ad.)粗暴地,粗心地,粗略地"
849,rate,"rate 比率,率,速度,價格,費用,等級(vt.)估價,認為,鑒定等級,責罵(vi.)被評價"
850,reasonable,"reasonable (a.)合理的,有道理的;通情達理的,公道的"
851,receptive,receptive (a.)能接納的
852,recruitment,recruitment 征募新兵;補充
853,refundable,refundable (a.)可償還的
854,register,"register (vt.)登記,注冊,掛號;指示,記錄,自動記下;把掛號(vi.)登記,注冊登記,注冊 ; (指登記使用某軟體之意)"
855,rehearse,"rehearse (vt.)預演,排演,使排練,練習,背誦,復述(vi.)排練,練習,演習"
856,remain,"remain (vi.)逗留,留待;剩餘,遺留;繼續存在,仍是"
857,remuneration,remuneration 報酬
858,repetitive,"repetitive (a.)重復的,反復性的"
859,request,"request (vt.)請求,要求請求,要求;C要求的事物"
860,reservation,"reservation 預定,預約,保留,貯藏,緘默"
861,respectable,"respectable 品格高尚的人(a.)值得尊重的,人格高尚的,不少的"
862,restructure,"restructure (vt.)更改結構,重建構造,調整"
863,revise,"revise 校訂,修正,再校稿(vt.)校訂,修正,校正"
864,route,"Route 路徑,途徑,路線(vt.)確定路線,按規定路線發送; (數據從開始發送到結束的路徑)"
865,rational,"rational (a.)理性的,合理的,推理的有理數"
866,reasonably,"reasonably (ad.)適度地,相當地"
867,recipe,"recipe 食譜,處方,秘訣"
868,reduce,"reduce (vt.)減少,分解,降低,使變為,把…分解,把…歸納(vi.)減少,變瘦"
869,refusal,"refusal 拒絕,推卻,優先決定權"
870,registration,"registration 登記,掛號,注冊"
871,reject,"reject 被拒之人,被棄之物,不合格品,次品,不及格者,落選者(vt.)拒絕,抵制,否決"
872,remarkable,"remarkable (a.)異常的,非凡的,顯著的;值得注意的"
873,renovate,"renovate (vt.)更新,革新,刷新,修復,恢復"
874,replace,"replace (vt.)替換,取代;把…放回原處;歸還,賠還"
875,require,"require (vt.)需要,要求(vi.)要求,命令"
876,reserve,"reserve 預備品,貯存,預備舍,後備軍,保留地,保留,沈默,節制,秘密,儲備金(vt.)保留"
877,respectful,"respectful (a.)尊重人的,表示敬意的,有禮貌的"
878,résumé,r矇sum矇 的英文翻譯 | English-Chinese Dictionary
879,revised,revised (adj.)改訂的
880,runway,runway 跑道
881,raw materials,"RAW 生肉,擦傷處,身上的痛處(a.)生的,未加工的,生疏的,不成熟的,陰冷的"
882,receipt,"receipt 收據,收入,收到(vt.)開…的收據"
883,recognize,"recognize (vt.)認出,認可,承認,公認,賞識(vi.)具結"
884,reduction,"reduction 縮小,減少,降低;簡化,簡約;還原,復原"
885,refuse,"refuse (vt.)拒絕,謝絕,辭退(vi.)拒絕廢物(a.)扔掉的,無用的"
886,regret,"regret 遺憾,後悔,悔恨,抱歉,歉意(vt.)為…感到遺憾,後悔,惋惜,懊悔,抱歉"
887,relax,"relax (vi.)放鬆,鬆懈,鬆弛,變從容,休息,休養(vt.)使松馳,緩和,使鬆懈,使休息"
888,remind,"remind (v.)使想起,使記起,提醒"
889,renovation,"renovation 革新,刷新,修理"
890,replacement,"replacement 替換,代替;代替的人"
891,requirement,"requirement 需要,要求,請求,規定,必要條件"
892,resign,"resign (vt.)放棄,辭去;把…交托給;使順從(vi.)辭職"
893,respond,"respond (vt.)回答(vi.)回答,響應,回報,有反應,承擔責任"
894,retail,"retail 零售(a.)零售的(vt.)零售,轉述(vi.)零售"
895,right away,"right (a.)正確的,合適的,正當的,健康的右邊,右派的權利,公道,正義(v.)糾正"
896,salary,"salary 工資,薪水,薪晌,薪金"
897,satisfy,"satisfy (vt.)使滿意,滿足,符合,說服,賠償(vi.)令人滿意,替人贖罪"
898,search engine,"search 搜索,搜尋,搜查(vt.)搜查,在…中搜尋(vi.)搜尋,找尋;探究,調查"
899,selective,"selective (a.)選擇的,選擇性的"
900,shape,"Shape 形狀,形態,外形,定形,形式,身材(vt.)定形,使成形,塑造,計劃"
901,shortage,"shortage 缺乏,不足"
902,slump,"slump 暴跌,意氣消沈(vi.)猛然掉落,陷入,消沈"
903,specialize,"specialize (vt.)使特殊化,列舉,特別指明,限定…的範圍(vi.)成為專家,專攻"
904,stadium,stadium 露天大型運動場
905,steep,"steep 浸漬,浸液,懸崖(a.)險峻的,陡峭的,急劇升降的,不合理的,誇大的(vt.)(vi.)浸"
906,studio,"studio 電影製片廠,畫室,攝影室,播音室,音樂室,工作室"
907,suggestion,"suggestion 建議,提議;暗示,提出,說明"
908,supplier,"supplier 供給的人,供給國,承制廠商"
909,switchboard,"switchboard 配電盤,接線總機"
910,sale,"sale U出售,賣出;C賤賣,廉價出售;C銷路,銷售額"
911,save,"save (vt.)保存,節省,保全,保留(vi.)挽救,節省,解救,救,挽救,儲蓄救球"
912,secluded,"secluded (a.)隱退的,隱蔽的"
913,seminar,"seminar 研究會,討論發表會"
914,sharp,"sharp (a.)鋒利的,銳利的;陡的,急轉的;輪廓分明的;刺耳的;敏銳的,機警的(ad.)正,准"
915,shuttle,"shuttle 穿梭,梭子,往返移動之物(vt.)(vi.)(使)穿梭移動,往返運送"
916,software,"software 軟體,程式設計"
917,specialty,specialty
918,staff,"staff 全體人員,同事,棍棒,杆,拐杖,支柱,權杖(vt.)為…配備人員"
919,stock,"stock 樹幹,托盤,祖先,血統,原料,備料,庫存,股票,股份(a.)存貨的,常備的,平凡的"
920,submit,"submit (vt.)使服從,使受到,委託,提出,認為(vi.)屈服,服從"
921,suit,"suit 一套衣服;官司,訴訟(vt.)合身,穿起來,好看;適合,適應(vi.)適當"
922,supply,"supply 補給,供給,供應品(vt.)補給,供給,提供,補充,代理(vi.)替代"
923,systematic,"systematic (a.)有系統的,分類的,體系的"
924,salvage,"salvage 海上救助,搶救,打撈(vt.)海上救助,搶救,打撈,營救"
925,scene,"scene 場,景,情景,鏡頭,發生地點,道具,佈景,景色"
926,secretarial,"secretarial (a.)秘書的,書記的"
927,senior,"senior (a.)年長的;資格較老的,地位較高的年長者,前輩;大學高年級學生。"
928,shift,"shift 移位,變化,移動,輪班,手段,辦法(vt.)替換,轉移,改變,移轉,推卸,變速(vi.)轉換"
929,sightseeing,"sight-seeing 觀光,遊覽(a.)觀光的,遊覽的"
930,solar,"solar (a.)太陽的,太陽系的,太陽能的"
931,specification,"specification 規格,詳述,詳細說明書"
932,stapler,"stapler 主要物產商,把羊毛分類的人,羊毛商,訂書機"
933,strategic,"strategic (a.)戰略的,戰略上的"
934,subscribe,"subscribe (vt.)捐獻,簽署(vi.)贊成,同意,捐款,預訂,認購"
935,suitability,"suitability 適合,適當,適合與否"
936,support,"support 支援,支撐,援助,供養,支撐物(vt.)支援,支撐,幫助,支援,忍受,供養,証實"
937,sample,"Sample 示例,字樣樣品,標本(vt.)抽取樣品,嘗試"
938,scenery,"scenery U風景,景色;舞臺佈景"
939,secretary,"secretary 秘書,書記,大臣,部長,寫字桌"
940,serious,"serious (a.)嚴肅的;嚴重的,危急的;認真的,不是開玩笑的"
941,shine,"shine (vi.)照耀,發光(vt.)使光亮;擦亮光彩,光澤"
942,significant,"significant (a.)重要的,有含義的,暗示的,有效的,非偶然的"
943,spacious,"spacious (a.)廣大的,大規模的"
944,specify,"specify (v.)詳細說明,具體說明,指明"
945,stare,"stare (vi.)注視,凝視,瞪視,顯眼(vt.)盯凝視"
946,strategy,"strategy U策略,戰略"
947,subscription,"subscription 捐獻,訂金,訂閱,簽署,同意"
948,suitable,"suitable (a.)合適的,適當的,適宜的"
949,supporter,"supporter 支持者,後盾,伴隨者"
950,satisfactory,"satisfactory (a.)令人滿意的,符合要求的,良好的"
951,schedule,"schedule 時間表,一覽表,計劃表,議事日程(vt.)預定,編制目錄,制…表,安排"
952,select,"select (v.)選擇,選舉,選拔,挑選(a.)當選的,挑選的,挑剔的,特別的"
953,service,"service 服務,幫助;公共設施,公用事業;維修,保養;行政部門,服務機構(vt.)維修"
954,shipment,"shipment 裝船,出貨"
955,simplify,"simplify (vt.)單一化,簡單化"
956,spare part,"spare 剩餘,備用零件,備用輪胎(a.)多餘的,備用的,簡陋的,空閑的,節約的"
957,spectator,"spectator 觀眾,目擊者,旁觀者"
958,starter,starter 開端者;發令員;啟動器
959,streamline,"streamline 流線,流線型(vt.)使成流線型,使合理化"
960,subsidiary,"subsidiary 子公司,附加物,輔助者(a.)補助的,次要的,津貼的"
961,supervise,"supervise (vt.)(vi.)監督,管理,指導"
962,surrounding,surrounding 環境(a.)周圍的
963,satisfied,satisfied (a.)感到滿意的
964,scrutinize,scrutinize (v.)詳細地檢查
965,selection,"selection 選擇,選舉,選拔,挑選;淘汰"
966,several,"several (a.)幾,一些,各自的,不同的幾個"
967,shipping,"shipping 船運,海運業"
968,situation,"situation 形勢,局面;位置,地點;職位,職務"
969,spare time,"spare 剩餘,備用零件,備用輪胎(a.)多餘的,備用的,簡陋的,空閑的,節約的"
970,stable,"stable 馬房,牛棚(a.)穩定的,安定的,堅固的,堅定的(vt.)趕入馬房(vi.)被關在馬廄"
971,stationery,"stationery 文具,信紙"
972,strike,"strike (v.)打擊,攻擊,撞擊,擊中,發現,襲擊,使患上,使留下…印象打擊,攻擊,撞擊"
973,suggest,"Suggest (vt.)建議,促成,暗示,啟發,使人想起,提議"
974,supervision,"supervision 監督,監視,監察,管理"
975,suspicious,"suspicious (a.)懷疑的,猜疑的,嫌疑的,可疑的"
976,takeover,"take-over 接管,接收"
977,tenant,"tenant 承租人,房客,不動產佔有人,居住者(vt.)租借"
978,thorough,"thorough (a.)徹底的;詳盡的;非常精確的,不厭其煩的;徹頭徹尾的,絕對的"
979,towel,"towel 手巾,毛巾(vt.)(vi.)用毛巾擦"
980,training,"training U訓練,培養,鍛煉"
981,tremendous,"tremendous (a.)巨大的,非常的,可怕的"
982,target,"target 目標,靶子(vt.)為…訂指標,訂定"
983,terminate,"terminate (a.)有結尾的,有限的(vi.)結束,終止,滿期(vt.)使停止,使結束,使終止"
984,tidy,"tidy 椅子的背罩,裝雜碎的容器(a.)整齊的,精簡的(vt.)弄整齊,收拾,整理(vi.)整理"
985,tower,"tower 塔,高樓,堡壘(vi.)高聳,?翔"
986,transfer,"transfer 遷移,移動,傳遞,轉讓,轉移,過戶,匯兌,換車(vt.)轉移,調轉,調任,改變,傳遞"
987,trend,"trend 趨勢,傾向,方位(vi.)傾向,轉向趨勢"
988,tax,"tax 稅,稅款,重負,壓力,會費(vt.)課以稅,使負重荷,斥責"
989,terrible,"terrible (a.)可怕的,可怖的,駭人的,令人敬畏的;極度的;極壞的,很糟的;極妙的"
990,tip,"tip 頂,尖端,梢,末端,傾斜,垃圾場,小費,輕擊,告誡,秘密消息(vt.)裝頂端"
991,track,"track 軌跡,足跡,路,軌道,磁軌,途徑(vt.)循路而行,追蹤,通過,用纖拉(vi.)追蹤"
992,transform,"transform (vt.)轉換,改變,改造,使…變形(vi.)改變,轉化,變換"
993,trial,"trial 審判,試驗,艱苦,麻煩事,考驗(a.)嘗試的,試驗性的"
994,technical,"technical (a.)技術上的,專門的,工業的,工藝的,根據法律的"
995,terrific,"terrific (a.)非常的,極端的,可怕的"
996,tour,"tour 旅遊,觀光旅行,任期(vi.)旅行,周遊,巡迴(vt.)周遊,觀光,遊歷,使巡迴演出"
997,trade,"trade 貿易,商業,交易,生意,職業,顧客,信風(vi.)交易,買賣,經商,對換"
998,transformation,"transformation 變形,變質,變化,改造,轉變,變壓;[語]轉換(式)"
999,triumph,"triumph 勝利,成功(vi.)勝利,成功;狂歡,喜悅"
1000,technician,"technician 技術員,技師,技術專家"
1001,theoretical,theoretical (a.)理論的
1002,tourism,"tourism 觀光事業,遊覽"
1003,tradition,"tradition 傳說,傳統,慣例,引渡,交付"
1004,transit,"transit 經過,通行,運輸,運輸線,轉變(vt.)橫越,通過,經過(vi.)通過"
1005,trust,"trust 信任,信賴,相信,委託,職責,信心(a.)信託的,被信託的(vt.)信賴,信任,相信"
1006,temporary,"Temporary 臨時(a.)暫時的,臨時的臨時工"
1007,theory,"theory 原理,理論;C學說;C意見,推測"
1008,tourist,"tourist 觀光客,旅行者(a.)遊客的"
1009,traffic,"traffic 交通,通行,運輸,交通量,貿易,交易,交往,通信量(vi.)交易"
1010,transportation,"transportation 運輸,輸送,交通業"
1011,turnover,turn-over 回轉
1012,unconditional,"unconditional (a.)無條件的,無限制的,絕對的"
1013,unwrap,unwrap (vt.)打開
1014,utility bill,"utility 實用程式,工具公用程式,實用品,實用,公用事業(a.)實用的,有多種用途的"
1015,understand,"understand (vt.)瞭解,領會,聞知,懂,理解(vi.)懂得,認為"
1016,upcoming,"upcoming (a.)即將來臨的,預定將要"
1017,unfavorable,"unfavorable (a.)不宜的,不理想的"
1018,update,"update (vt.)更新,使現代化,補充最新資料更新更新"
1019,unfortunately,"unfortunately (ad.)不幸的,可惜的是"
1020,upgrade,"Upgrade 升級,上升,上坡(ad.)往上(vt.)使升級,提升,改良品種(v.)升級"
1021,uniform,"uniform 制服(a.)統一的,一律的,始終如一的"
1022,upset,"upset (a.)煩亂的,不高興(vt.)顛覆,推翻,擾亂,使不適,使心煩(vi.)翻倒"
1023,unspoiled,Unspoiled \Unspoiled\ See {spoiled}.
1024,upstairs,"upstairs (a.)樓上的(ad.)在樓上,向樓上,處於更高地位樓上"
1025,vacancy,"vacancy 空,空白,空缺,空虛,空閑,茫然所失"
1026,variety,"variety U多種多樣,各種不同的;C種類"
1027,vital,"vital (a.)重要的,生命的,充滿活力的,生死攸關的,致命的"
1028,vacant,"vacant (a.)空的,空白的,空靈的,空閑的,茫然的,空缺的"
1029,various,"various (a.)不同的,各種的,多方面的,許多的,個別的,雜色的"
1030,vacation,"vacation (v.)假期,休假"
1031,vendor,"vendor 小販,賣主,自動售貨機"
1032,vaccination,"vaccination 接種疫苗,種痘"
1033,venture,"venture 冒險,冒險行動;冒險事業(vt.)冒…的危險;敢於(vi.)冒險,敢於"
1034,valuables,valuables 貴重物品
1035,venue,"venue 犯罪地點,審判地,管轄地,集合地點"
1036,varied,"varied (a.)不同的,雜色的,各式各樣的"
1037,virus,"virus 病毒,濾過性微生物,毒害,惡毒 ; (一個能夠復制、感染其他程式或破壞操作系統的程式)"
1038,wage,"wage 薪水,工資,報應,報償,代價(vt.)開展,進行(vi.)在進行中"
1039,warranty,"warranty 保証,保用;根據,理由,授權"
1040,welfare,"welfare 福利,安寧,幸福,福利事業(a.)福利的"
1041,workshop,"workshop 車間,工場;專題討論會"
1042,walkway,"walkway 走道,散步道,工作人員通道"
1043,wastage,"wastage 消耗量,廢物"
1044,wholesale,"wholesale 批發(a.)批發的,大規模的,全部的(ad.)大規模,照批發方式(vi.)經營批發業"
1045,worth,"worth (a.)值的,相當於…價值的;值得U價值"
1046,warehouse,"warehouse 倉庫,貨棧,大商店(vt.)儲入倉庫"
1047,waterproof,waterproof 防水材料(a.)防水的(vt.)使防水
1048,win,"win (vt.)贏得,打勝,成功(vi.)獲勝,達到,影響勝利,贏,收益"
1049,worthless,"worthless (a.)無價值的,無益的,敗壞的"
1050,warn,"warn (vt.)警告,注意,通知(vi.)發出警告"
1051,wealth,"wealth 財富,資源,財產,豐富,富裕,大量"
1052,withdraw,"withdraw (vt.)撤回,取回,撤消,使撤退,拉開,移開(vi.)撤退,離開"
1053,wrap,"wrap 外套,圍巾,包裹,限制,約束,秘密(vt.)包裝,卷,纏繞,包,裹,覆蓋,遮蔽,隱藏"
1054,warning,"warning 警告,告誡,訓誡,警戒,警報"
1055,website,"website <web> (Or ""web site"") Any computer on the {Internet} running a {web server} process. A particular website is usually identified by the {hostname} part of a {URL}. Multiple hostnames may actually map to the same computer in which case they are known as ""{virtual servers}"". (2005-07-12)"
1056,withdrawal,"withdrawal 撤退,退回,取消,退隱,退股,停止服藥"
1057,warrant,"warrant 正當理由,根據,証明,批准,憑証,許可証,委任狀(vt.)保証,辯解,擔保,批准"
1058,weight,"Weight 重,重量,體重,砝碼,重擔,重大,影響,力量,勢力(vt.)加重量於,壓迫,使加權"
1059,workplace,workplace 工作場所
1060,X-ray,"X-ray X射線,X光"
1061,yearly,"yearly (a.)每年的,一年一次的(ad.)每年,逐年地"
1062,yield,"yield 生產量,投資收益(vt.)生產,給予,同意,被迫放棄,放縱(vi.)出產,屈服,投降"
1063,youth,"youth U青年的時代,少年時代;U青年們;C小夥子,年輕人"
1064,zero,"Zero 零,零點,零度,無,烏有,最低點(a.)零的(vt.)調零,對准"
1065,zone,"zone 地域,地帶,地區(vt.)環繞,使分成地帶(vi.)分成區"